form,lemma,part_of_speech,id_sen
",",",",PUNCT,584.0
ромбы,ромб,NOUN,584.0
.,.,PUNCT,584.0
По,по,ADP,585.0
некоторым,некоторый,DET,585.0
оценкам,оценка,NOUN,585.0
",",",",PUNCT,585.0
возраст,возраст,NOUN,585.0
рисунков,рисунок,NOUN,585.0
составляет,составлять,VERB,585.0
не,не,PART,585.0
менее,менее,ADV,585.0
30,30,NUM,585.0
тысяч,тысяча,NOUN,585.0
лет,год,NOUN,585.0
"""","""",PUNCT,585.0
.,.,PUNCT,585.0
Описание,описание,NOUN,586.0
Платоном,Платон,PROPN,586.0
столицы,столица,NOUN,586.0
атлантов,атлант,NOUN,586.0
",",",",PUNCT,586.0
по,по,ADP,586.0
словам,слово,NOUN,586.0
Коллинза,Коллинз,PROPN,586.0
",",",",PUNCT,586.0
вполне,вполне,ADV,586.0
сходно,сходный,ADJ,586.0
с,с,ADP,586.0
рельефом,рельеф,NOUN,586.0
западной,западный,ADJ,586.0
части,часть,NOUN,586.0
Кубы,Куба,PROPN,586.0
.,.,PUNCT,586.0
В,в,ADP,587.0
мае,май,NOUN,587.0
2001,2001,ADJ,587.0
года,год,NOUN,587.0
в,в,ADP,587.0
заливе,залив,NOUN,587.0
Гуанаакабибес,Гуанаакабибес,PROPN,587.0
",",",",PUNCT,587.0
на,на,ADP,587.0
западе,запад,NOUN,587.0
Кубы,Куба,PROPN,587.0
",",",",PUNCT,587.0
работала,работать,VERB,587.0
кубинско,кубинский,ADJ,587.0
-,-,PUNCT,587.0
канадская,канадский,ADJ,587.0
экспедиция,экспедиция,NOUN,587.0
.,.,PUNCT,587.0
При,при,ADP,588.0
горизонтальном,горизонтальный,ADJ,588.0
сканировании,сканирование,NOUN,588.0
глубоководные,глубоководный,ADJ,588.0
аппараты,аппарат,NOUN,588.0
зафиксировали,фиксировать,VERB,588.0
на,на,ADP,588.0
дне,дно,NOUN,588.0
залива,залив,NOUN,588.0
огромную,огромный,ADJ,588.0
каменную,каменный,ADJ,588.0
структуру,структура,NOUN,588.0
",",",",PUNCT,588.0
похожую,похожий,ADJ,588.0
на,на,ADP,588.0
подводный,подводный,ADJ,588.0
город,город,NOUN,588.0
с,с,ADP,588.0
четко,четко,ADV,588.0
расположенными,расположенный,ADJ,588.0
",",",",PUNCT,588.0
будто,будто,SCONJ,588.0
специально,специально,ADV,588.0
прочерченными,прочертить,VERB,588.0
улицами,улица,NOUN,588.0
и,и,CCONJ,588.0
площадями,площадь,NOUN,588.0
.,.,PUNCT,588.0
Руководитель,руководитель,NOUN,589.0
экспедиции,экспедиция,NOUN,589.0
Полина,Полина,PROPN,589.0
Зелицкая,Зелицкая,PROPN,589.0
заявила,заявить,VERB,589.0
",",",",PUNCT,589.0
что,что,SCONJ,589.0
на,на,ADP,589.0
глубине,глубина,NOUN,589.0
670,670,NUM,589.0
метров,метр,NOUN,589.0
обнаружен,обнаружить,VERB,589.0
город,город,NOUN,589.0
",",",",PUNCT,589.0
раскинувшийся,раскинуться,VERB,589.0
на,на,ADP,589.0
территории,территория,NOUN,589.0
40,40,NUM,589.0
квадратных,квадратный,ADJ,589.0
километров,километр,NOUN,589.0
.,.,PUNCT,589.0
На,на,ADP,590.0
видеомониторе,видеомонитор,NOUN,590.0
можно,можно,ADV,590.0
было,быть,AUX,590.0
увидеть,видеть,VERB,590.0
сооружения,сооружение,NOUN,590.0
в,в,ADP,590.0
виде,вид,NOUN,590.0
пирамид,пирамида,NOUN,590.0
",",",",PUNCT,590.0
прямоугольников,прямоугольник,NOUN,590.0
",",",",PUNCT,590.0
огромных,огромный,ADJ,590.0
шаров,шар,NOUN,590.0
",",",",PUNCT,590.0
похоже,похоже,ADV,590.0
",",",",PUNCT,590.0
сделанных,делать,VERB,590.0
из,из,ADP,590.0
обработанных,обработать,VERB,590.0
гранитных,гранитный,ADJ,590.0
блоков,блок,NOUN,590.0
.,.,PUNCT,590.0
Но,но,CCONJ,591.0
самое,самый,ADJ,591.0
сенсационное,сенсационный,ADJ,591.0
-,-,PUNCT,591.0
на,на,ADP,591.0
ребрах,ребро,NOUN,591.0
этих,этот,DET,591.0
блоков,блок,NOUN,591.0
обнаружены,обнаружить,VERB,591.0
загадочные,загадочный,ADJ,591.0
надписи,надпись,NOUN,591.0
.,.,PUNCT,591.0
Камни,камень,NOUN,592.0
",",",",PUNCT,592.0
очень,очень,ADV,592.0
ровно,ровно,ADV,592.0
разрезанные,разрезать,VERB,592.0
и,и,CCONJ,592.0
идеально,идеально,ADV,592.0
расположенные,расположенный,ADJ,592.0
друг,друг,NOUN,592.0
над,над,ADP,592.0
другом,друг,NOUN,592.0
как,как,SCONJ,592.0
основа,основа,NOUN,592.0
пирамиды,пирамида,NOUN,592.0
или,или,CCONJ,592.0
большого,большой,ADJ,592.0
сооружения,сооружение,NOUN,592.0
",",",",PUNCT,592.0
весьма,весьма,ADV,592.0
и,и,CCONJ,592.0
весьма,весьма,ADV,592.0
напоминают,напоминать,VERB,592.0
древние,древний,ADJ,592.0
постройки,постройка,NOUN,592.0
Стоунхенджа,Стоунхендж,PROPN,592.0
.,.,PUNCT,592.0
Право,право,NOUN,593.0
считаться,считать,VERB,593.0
осколком,осколок,NOUN,593.0
таинственной,таинственный,ADJ,593.0
Атлантиды,Атлантида,PROPN,593.0
у,у,ADP,593.0
Кубы,Куба,PROPN,593.0
оспаривают,оспаривать,VERB,593.0
расположенные,расположенный,ADJ,593.0
поблизости,поблизости,ADV,593.0
от,от,ADP,593.0
нее,она,PRON,593.0
Багамские,Багамский,PROPN,593.0
острова,остров,NOUN,593.0
.,.,PUNCT,593.0
В,в,ADP,594.0
1995,1995,ADJ,594.0
году,год,NOUN,594.0
американский,американский,ADJ,594.0
географ,географ,NOUN,594.0
Билл,Билл,PROPN,594.0
Донато,Донато,PROPN,594.0
с,с,ADP,594.0
помощниками,помощник,NOUN,594.0
исследовали,исследовать,VERB,594.0
Мозелльскую,мозелльский,ADJ,594.0
банку,банка,NOUN,594.0
близ,близ,ADP,594.0
Багамов,Багамы,PROPN,594.0
.,.,PUNCT,594.0
Как,как,SCONJ,595.0
и,и,PART,595.0
в,в,ADP,595.0
заливе,залив,NOUN,595.0
Гуанаакабибес,Гуанаакабибес,PROPN,595.0
",",",",PUNCT,595.0
ученые,ученый,NOUN,595.0
наткнулись,наткнуться,VERB,595.0
под,под,ADP,595.0
водой,вода,NOUN,595.0
на,на,ADP,595.0
массивную,массивный,ADJ,595.0
структуру,структура,NOUN,595.0
",",",",PUNCT,595.0
состоящую,состоять,VERB,595.0
из,из,ADP,595.0
19,19,NUM,595.0
огромных,огромный,ADJ,595.0
блоков,блок,NOUN,595.0
.,.,PUNCT,595.0
Донато,донато,NOUN,596.0
установил,установить,VERB,596.0
",",",",PUNCT,596.0
что,что,SCONJ,596.0
они,они,PRON,596.0
сделаны,делать,VERB,596.0
человеком,человек,NOUN,596.0
.,.,PUNCT,596.0
В,в,ADP,597.0
этом,этот,DET,597.0
же,же,PART,597.0
районе,район,NOUN,597.0
с,с,ADP,597.0
воздуха,воздух,NOUN,597.0
был,быть,AUX,597.0
зафиксирован,фиксировать,VERB,597.0
целый,целый,ADJ,597.0
ряд,ряд,NOUN,597.0
подводных,подводный,ADJ,597.0
объектов,объект,NOUN,597.0
",",",",PUNCT,597.0
представлявших,представлять,VERB,597.0
собой,себя,PRON,597.0
сложную,сложный,ADJ,597.0
систему,система,NOUN,597.0
квадратов,квадрат,NOUN,597.0
",",",",PUNCT,597.0
прямоугольников,прямоугольник,NOUN,597.0
и,и,CCONJ,597.0
полуокружностей,полуокружность,NOUN,597.0
",",",",PUNCT,597.0
-,-,PUNCT,597.0
словно,словно,SCONJ,597.0
архитектурный,архитектурный,ADJ,597.0
план,план,NOUN,597.0
исключительно,исключительно,ADV,597.0
сложного,сложный,ADJ,597.0
городского,городской,ADJ,597.0
комплекса,комплекс,NOUN,597.0
.,.,PUNCT,597.0
В,в,ADP,598.0
1996,1996,ADJ,598.0
году,год,NOUN,598.0
археолог,археолог,NOUN,598.0
из,из,ADP,598.0
США,США,PROPN,598.0
Дуглас,Дуглас,PROPN,598.0
Ричардс,Ричардс,PROPN,598.0
возглавил,возглавить,VERB,598.0
экспедицию,экспедиция,NOUN,598.0
на,на,ADP,598.0
Биминские,биминский,ADJ,598.0
острова,остров,NOUN,598.0
в,в,ADP,598.0
районе,район,NOUN,598.0
Багамов,Багамы,PROPN,598.0
.,.,PUNCT,598.0
Участники,участник,NOUN,599.0
похода,поход,NOUN,599.0
сообщили,сообщить,VERB,599.0
о,о,ADP,599.0
"""","""",PUNCT,599.0
многих,много,NUM,599.0
аномальных,аномальный,ADJ,599.0
особенностях,особенность,NOUN,599.0
под,под,ADP,599.0
водой,вода,NOUN,599.0
",",",",PUNCT,599.0
которые,который,PRON,599.0
могут,мочь,VERB,599.0
стать,стать,VERB,599.0
доказательствами,доказательство,NOUN,599.0
существования,существование,NOUN,599.0
древнейшей,древний,ADJ,599.0
цивилизации,цивилизация,NOUN,599.0
"""","""",PUNCT,599.0
.,.,PUNCT,599.0
Например,например,ADV,600.0
",",",",PUNCT,600.0
загадочный,загадочный,ADJ,600.0
подводный,подводный,ADJ,600.0
объект,объект,NOUN,600.0
",",",",PUNCT,600.0
получивший,получить,VERB,600.0
название,название,NOUN,600.0
"""","""",PUNCT,600.0
дорога,дорога,NOUN,600.0
Бимини,Бимини,PROPN,600.0
"""","""",PUNCT,600.0
.,.,PUNCT,600.0
Она,она,PRON,601.0
выложена,выложить,VERB,601.0
под,под,ADP,601.0
водой,вода,NOUN,601.0
из,из,ADP,601.0
двойного,двойной,ADJ,601.0
ряда,ряд,NOUN,601.0
каменных,каменный,ADJ,601.0
блоков,блок,NOUN,601.0
и,и,CCONJ,601.0
имеет,иметь,VERB,601.0
длину,длина,NOUN,601.0
около,около,ADP,601.0
640,640,NUM,601.0
метров,метр,NOUN,601.0
.,.,PUNCT,601.0
Некоторые,некоторый,DET,602.0
блоки,блок,NOUN,602.0
достигают,достигать,VERB,602.0
4,4,NUM,602.0
метров,метр,NOUN,602.0
в,в,ADP,602.0
ширину,ширина,NOUN,602.0
и,и,CCONJ,602.0
имеют,иметь,VERB,602.0
гладкую,гладкий,ADJ,602.0
поверхность,поверхность,NOUN,602.0
.,.,PUNCT,602.0
Шоссе,шоссе,NOUN,603.0
напоминает,напоминать,VERB,603.0
латинскую,латинский,ADJ,603.0
букву,буква,NOUN,603.0
"""","""",PUNCT,603.0
J,J,PROPN,603.0
"""","""",PUNCT,603.0
.,.,PUNCT,603.0
В,в,ADP,604.0
1998,1998,ADJ,604.0
году,год,NOUN,604.0
там,там,ADV,604.0
же,же,PART,604.0
",",",",PUNCT,604.0
на,на,ADP,604.0
Багамах,Багамы,PROPN,604.0
",",",",PUNCT,604.0
у,у,ADP,604.0
островка,островок,NOUN,604.0
Ангилла-Ки,Ангилла-Ки,PROPN,604.0
было,быть,AUX,604.0
сделано,делать,VERB,604.0
еще,еще,ADV,604.0
одно,один,NUM,604.0
сенсационное,сенсационный,ADJ,604.0
открытие,открытие,NOUN,604.0
.,.,PUNCT,604.0
Исследователи,исследователь,NOUN,605.0
обнаружили,обнаружить,VERB,605.0
под,под,ADP,605.0
водой,вода,NOUN,605.0
необычное,необычный,ADJ,605.0
сооружение,сооружение,NOUN,605.0
в,в,ADP,605.0
виде,вид,NOUN,605.0
дуги,дуга,NOUN,605.0
.,.,PUNCT,605.0
Она,она,PRON,606.0
похожа,похожий,ADJ,606.0
на,на,ADP,606.0
архитектурный,архитектурный,ADJ,606.0
вход,вход,NOUN,606.0
в,в,ADP,606.0
рукотворную,рукотворный,ADJ,606.0
пещеру,пещера,NOUN,606.0
",",",",PUNCT,606.0
а,а,CCONJ,606.0
ряд,ряд,NOUN,606.0
камней,камень,NOUN,606.0
",",",",PUNCT,606.0
расположенных,расположить,VERB,606.0
по,по,ADP,606.0
одной,один,NUM,606.0
линии,линия,NOUN,606.0
",",",",PUNCT,606.0
словно,словно,PART,606.0
является,являться,VERB,606.0
продолжением,продолжение,NOUN,606.0
арки,арка,NOUN,606.0
.,.,PUNCT,606.0
Интересно,интересный,ADJ,607.0
",",",",PUNCT,607.0
что,что,SCONJ,607.0
по,по,ADP,607.0
своей,свой,DET,607.0
форме,форма,NOUN,607.0
это,этот,DET,607.0
загадочное,загадочный,ADJ,607.0
сооружение,сооружение,NOUN,607.0
напоминает,напоминать,VERB,607.0
"""","""",PUNCT,607.0
дорогу,дорога,NOUN,607.0
Бимини,Бимини,PROPN,607.0
"""","""",PUNCT,607.0
.,.,PUNCT,607.0
Ищут,искать,VERB,608.0
следы,след,NOUN,608.0
Атлантиды,Атлантида,PROPN,608.0
не,не,PART,608.0
только,только,PART,608.0
в,в,ADP,608.0
Западном,Западный,PROPN,608.0
полушарии,полушарие,NOUN,608.0
",",",",PUNCT,608.0
но,но,CCONJ,608.0
и,и,PART,608.0
поближе,близко,ADV,608.0
к,к,ADP,608.0
Европе,Европа,PROPN,608.0
.,.,PUNCT,608.0
Так,так,ADV,609.0
",",",",PUNCT,609.0
в,в,ADP,609.0
1973,1973,ADJ,609.0
году,год,NOUN,609.0
американская,американский,ADJ,609.0
подводная,подводный,ADJ,609.0
лодка,лодка,NOUN,609.0
якобы,якобы,ADV,609.0
обнаружила,обнаружить,VERB,609.0
у,у,ADP,609.0
берегов,берег,NOUN,609.0
Испании,Испания,PROPN,609.0
руины,руины,NOUN,609.0
затонувшего,затонуть,VERB,609.0
города,город,NOUN,609.0
.,.,PUNCT,609.0
Американскому,американский,ADJ,610.0
правительству,правительство,NOUN,610.0
было,быть,AUX,610.0
тотчас,тотчас,ADV,610.0
доложено,доложить,VERB,610.0
об,о,ADP,610.0
открытии,открытие,NOUN,610.0
легендарной,легендарный,ADJ,610.0
Атлантиды,Атлантида,PROPN,610.0
и,и,CCONJ,610.0
о,о,ADP,610.0
точном,точный,ADJ,610.0
ее,ее,DET,610.0
местоположении,местоположение,NOUN,610.0
.,.,PUNCT,610.0
Однако,однако,ADV,611.0
президент,президент,NOUN,611.0
США,США,PROPN,611.0
Ричард,Ричард,PROPN,611.0
Никсон,Никсон,PROPN,611.0
и,и,CCONJ,611.0
высокопоставленные,высокопоставленный,ADJ,611.0
чиновники,чиновник,NOUN,611.0
правительства,правительство,NOUN,611.0
хранили,хранить,VERB,611.0
это,этот,DET,611.0
открытие,открытие,NOUN,611.0
в,в,ADP,611.0
строжайшем,строгий,ADJ,611.0
секрете,секрет,NOUN,611.0
.,.,PUNCT,611.0
Только,только,PART,612.0
сейчас,сейчас,ADV,612.0
начинают,начинать,VERB,612.0
проясняться,проясняться,VERB,612.0
некоторые,некоторый,DET,612.0
подробности,подробность,NOUN,612.0
исследований,исследование,NOUN,612.0
.,.,PUNCT,612.0
Ученый,ученый,NOUN,613.0
Джереми,Джереми,PROPN,613.0
Хорвик,Хорвик,PROPN,613.0
выпустил,выпустить,VERB,613.0
в,в,ADP,613.0
свет,свет,NOUN,613.0
книгу,книга,NOUN,613.0
"""","""",PUNCT,613.0
Миссия,миссия,NOUN,613.0
Атлантида,Атлантида,PROPN,613.0
:,:,PUNCT,613.0
что,что,PRON,613.0
знают,знать,VERB,613.0
моряки,моряк,NOUN,613.0
о,о,ADP,613.0
погибшем,погибнуть,VERB,613.0
континенте,континент,NOUN,613.0
"""","""",PUNCT,613.0
",",",",PUNCT,613.0
в,в,ADP,613.0
ней,она,PRON,613.0
он,он,PRON,613.0
пишет,писать,VERB,613.0
об,о,ADP,613.0
этой,этот,DET,613.0
операции,операция,NOUN,613.0
.,.,PUNCT,613.0
Хорвик,хорвик,NOUN,614.0
ссылается,ссылаться,VERB,614.0
на,на,ADP,614.0
рассекреченные,рассекретить,VERB,614.0
официальные,официальный,ADJ,614.0
документы,документ,NOUN,614.0
и,и,CCONJ,614.0
опросы,опрос,NOUN,614.0
бывших,бывший,ADJ,614.0
моряков,моряк,NOUN,614.0
с,с,ADP,614.0
подводной,подводный,ADJ,614.0
лодки,лодка,NOUN,614.0
.,.,PUNCT,614.0
Находка,находка,NOUN,615.0
была,быть,AUX,615.0
сделана,делать,VERB,615.0
случайно,случайно,ADV,615.0
во,во,ADP,615.0
время,время,NOUN,615.0
военных,военный,ADJ,615.0
маневров,маневр,NOUN,615.0
неподалеку,неподалеку,ADV,615.0
от,от,ADP,615.0
испанского,испанский,ADJ,615.0
побережья,побережье,NOUN,615.0
.,.,PUNCT,615.0
Случилось,случиться,VERB,616.0
это,это,PRON,616.0
25,25,NUM,616.0
июля,июль,NOUN,616.0
1973,1973,ADJ,616.0
года,год,NOUN,616.0
.,.,PUNCT,616.0
По,по,ADP,617.0
словам,слово,NOUN,617.0
Хорвика,Хорвик,PROPN,617.0
",",",",PUNCT,617.0
"""","""",PUNCT,617.0
развалины,развалина,NOUN,617.0
лежат,лежать,VERB,617.0
на,на,ADP,617.0
глубине,глубина,NOUN,617.0
1600,1600,NUM,617.0
метров,метр,NOUN,617.0
и,и,CCONJ,617.0
занимают,занимать,VERB,617.0
огромную,огромный,ADJ,617.0
площадь,площадь,NOUN,617.0
-,-,PUNCT,617.0
около,около,ADP,617.0
50,50,NUM,617.0
квадратных,квадратный,ADJ,617.0
километров,километр,NOUN,617.0
"""","""",PUNCT,617.0
.,.,PUNCT,617.0
С,с,ADP,618.0
тех,тот,DET,618.0
пор,пора,NOUN,618.0
ВМС,ВМС,PROPN,618.0
США,США,PROPN,618.0
провели,провести,VERB,618.0
как,как,SCONJ,618.0
минимум,минимум,NOUN,618.0
четыре,четыре,NUM,618.0
экспедиции,экспедиция,NOUN,618.0
в,в,ADP,618.0
обозначенный,обозначить,VERB,618.0
район,район,NOUN,618.0
.,.,PUNCT,618.0
Последняя,последний,ADJ,619.0
состоялась,состояться,VERB,619.0
в,в,ADP,619.0
1997,1997,ADJ,619.0
году,год,NOUN,619.0
.,.,PUNCT,619.0
Хорвик,хорвик,NOUN,620.0
утверждает,утверждать,VERB,620.0
",",",",PUNCT,620.0
что,что,SCONJ,620.0
в,в,ADP,620.0
результате,результат,NOUN,620.0
глубоководных,глубоководный,ADJ,620.0
погружений,погружение,NOUN,620.0
были,быть,AUX,620.0
найдены,найти,VERB,620.0
материальные,материальный,ADJ,620.0
предметы,предмет,NOUN,620.0
древнейшей,древний,ADJ,620.0
культуры,культура,NOUN,620.0
.,.,PUNCT,620.0
Однако,однако,ADV,621.0
общественности,общественность,NOUN,621.0
эти,этот,DET,621.0
находки,находка,NOUN,621.0
так,так,ADV,621.0
и,и,PART,621.0
не,не,PART,621.0
были,быть,AUX,621.0
предъявлены,предъявить,VERB,621.0
.,.,PUNCT,621.0
Весьма,весьма,ADV,622.0
любопытную,любопытный,ADJ,622.0
теорию,теория,NOUN,622.0
выдвинул,выдвинуть,VERB,622.0
глава,глава,NOUN,622.0
французских,французский,ADJ,622.0
атлантологов,атлантолог,NOUN,622.0
",",",",PUNCT,622.0
известный,известный,ADJ,622.0
историк,историк,NOUN,622.0
и,и,CCONJ,622.0
геолог,геолог,NOUN,622.0
Жак,Жак,PROPN,622.0
Коллина-Жирар,Коллина-Жирар,PROPN,622.0
из,из,ADP,622.0
Средиземноморского,средиземноморский,ADJ,622.0
университета,университет,NOUN,622.0
в,в,ADP,622.0
Провансе,Прованс,PROPN,622.0
.,.,PUNCT,622.0
Он,он,PRON,623.0
решил,решить,VERB,623.0
проверить,проверить,VERB,623.0
классическую,классический,ADJ,623.0
версию,версия,NOUN,623.0
самого,сам,ADJ,623.0
Платона,Платон,PROPN,623.0
",",",",PUNCT,623.0
по,по,ADP,623.0
которой,который,PRON,623.0
Атлантида,Атлантида,PROPN,623.0
располагалась,располагаться,VERB,623.0
за,за,ADP,623.0
Геркулесовыми,геркулесов,ADJ,623.0
Столбами,Столб,PROPN,623.0
(,(,PUNCT,623.0
то,то,PRON,623.0
есть,быть,VERB,623.0
в,в,ADP,623.0
Атлантическом,атлантический,ADJ,623.0
океане,океан,NOUN,623.0
около,около,ADP,623.0
Гибралтарского,Гибралтарский,PROPN,623.0
пролива,пролив,NOUN,623.0
),),PUNCT,623.0
.,.,PUNCT,623.0
Французский,французский,ADJ,624.0
исследователь,исследователь,NOUN,624.0
также,также,ADV,624.0
принял,принять,VERB,624.0
на,на,ADP,624.0
веру,вера,NOUN,624.0
сообщение,сообщение,NOUN,624.0
Платона,Платон,PROPN,624.0
о,о,ADP,624.0
времени,время,NOUN,624.0
гибели,гибель,NOUN,624.0
атлантов,атлант,NOUN,624.0
-,-,PUNCT,624.0
по,по,ADP,624.0
современному,современный,ADJ,624.0
летоисчислению,летоисчисление,NOUN,624.0
это,этот,DET,624.0
событие,событие,NOUN,624.0
якобы,якобы,ADV,624.0
произошло,произойти,VERB,624.0
за,за,ADP,624.0
9,9,NUM,624.0
тысяч,тысяча,NOUN,624.0
лет,год,NOUN,624.0
до,до,ADP,624.0
нашей,наш,DET,624.0
эры,эра,NOUN,624.0
.,.,PUNCT,624.0
Вот,вот,PART,625.0
что,что,PRON,625.0
рассказал,рассказать,VERB,625.0
Жак,Жак,PROPN,625.0
Коллина-Жирар,Коллина-Жирар,PROPN,625.0
"""","""",PUNCT,625.0
Итогам,итог,NOUN,625.0
"""","""",PUNCT,625.0
:,:,PUNCT,625.0
"""","""",PUNCT,625.0
Чтобы,чтобы,SCONJ,625.0
проверить,проверить,VERB,625.0
эту,этот,DET,625.0
версию,версия,NOUN,625.0
",",",",PUNCT,625.0
мы,мы,PRON,625.0
изучили,изучить,VERB,625.0
колебания,колебание,NOUN,625.0
Мирового,мировой,ADJ,625.0
океана,океан,NOUN,625.0
за,за,ADP,625.0
последние,последний,ADJ,625.0
19,19,NUM,625.0
-,-,PUNCT,625.0
20,20,NUM,625.0
тысяч,тысяча,NOUN,625.0
лет,год,NOUN,625.0
.,.,PUNCT,625.0
Мы,мы,PRON,626.0
сопоставили,сопоставить,VERB,626.0
график,график,NOUN,626.0
миграции,миграция,NOUN,626.0
людей,человек,NOUN,626.0
эпохи,эпоха,NOUN,626.0
палеолита,палеолит,NOUN,626.0
с,с,ADP,626.0
колебаниями,колебание,NOUN,626.0
уровня,уровень,NOUN,626.0
океана,океан,NOUN,626.0
.,.,PUNCT,626.0
Выяснилось,выясниться,VERB,627.0
",",",",PUNCT,627.0
что,что,SCONJ,627.0
19,19,NUM,627.0
тысяч,тысяча,NOUN,627.0
лет,год,NOUN,627.0
назад,назад,ADV,627.0
уровень,уровень,NOUN,627.0
океана,океан,NOUN,627.0
был,быть,AUX,627.0
на,на,ADP,627.0
130,130,NUM,627.0
метров,метр,NOUN,627.0
ниже,низкий,ADJ,627.0
",",",",PUNCT,627.0
чем,чем,SCONJ,627.0
сейчас,сейчас,ADV,627.0
.,.,PUNCT,627.0
Период,период,NOUN,628.0
наиболее,наиболее,ADV,628.0
сильного,сильный,ADJ,628.0
таяния,таяние,NOUN,628.0
ледников,ледник,NOUN,628.0
и,и,CCONJ,628.0
повышения,повышение,NOUN,628.0
уровня,уровень,NOUN,628.0
Мирового,мировой,ADJ,628.0
океана,океан,NOUN,628.0
пришелся,прийтись,VERB,628.0
как,как,SCONJ,628.0
раз,раз,NOUN,628.0
на,на,ADP,628.0
девятое,девятый,ADJ,628.0
-,-,PUNCT,628.0
десятое,десятый,ADJ,628.0
тысячелетие,тысячелетие,NOUN,628.0
до,до,ADP,628.0
нашей,наш,DET,628.0
эры,эра,NOUN,628.0
.,.,PUNCT,628.0
На,на,ADP,629.0
основании,основание,NOUN,629.0
изучения,изучение,NOUN,629.0
коралловых,коралловый,ADJ,629.0
рифов,риф,NOUN,629.0
мы,мы,PRON,629.0
пришли,прийти,VERB,629.0
к,к,ADP,629.0
выводу,вывод,NOUN,629.0
",",",",PUNCT,629.0
что,что,SCONJ,629.0
в,в,ADP,629.0
то,тот,DET,629.0
время,время,NOUN,629.0
уровень,уровень,NOUN,629.0
воды,вода,NOUN,629.0
в,в,ADP,629.0
течение,течение,NOUN,629.0
100,100,NUM,629.0
лет,год,NOUN,629.0
повышался,повышаться,VERB,629.0
примерно,примерно,ADV,629.0
на,на,ADP,629.0
два,два,NUM,629.0
метра,метр,NOUN,629.0
.,.,PUNCT,629.0
Поэтому,поэтому,ADV,630.0
нет,нет,VERB,630.0
ничего,ничто,PRON,630.0
удивительного,удивительный,ADJ,630.0
_,_,,630.0
что,что,SCONJ,630.0
остров,остров,NOUN,630.0
скрылся,скрыться,VERB,630.0
под,под,ADP,630.0
водой,вода,NOUN,630.0
в,в,ADP,630.0
описанное,описать,VERB,630.0
Платоном,Платон,PROPN,630.0
время,время,NOUN,630.0
.,.,PUNCT,630.0
Отсюда,отсюда,ADV,631.0
следует,следовать,VERB,631.0
",",",",PUNCT,631.0
что,что,SCONJ,631.0
между,между,ADP,631.0
Северной,Северный,PROPN,631.0
Африкой,Африка,PROPN,631.0
и,и,CCONJ,631.0
Европой,Европа,PROPN,631.0
существовал,существовать,VERB,631.0
целый,целый,ADJ,631.0
архипелаг,архипелаг,NOUN,631.0
довольно,довольно,ADV,631.0
крупных,крупный,ADJ,631.0
островов,остров,NOUN,631.0
.,.,PUNCT,631.0
Кроме,кроме,ADP,632.0
того,то,PRON,632.0
",",",",PUNCT,632.0
сам,сам,ADJ,632.0
Гибралтарский,Гибралтарский,PROPN,632.0
пролив,пролив,NOUN,632.0
был,быть,AUX,632.0
гораздо,гораздо,ADV,632.0
уже,узкий,ADJ,632.0
и,и,CCONJ,632.0
длиннее,длинный,ADJ,632.0
.,.,PUNCT,632.0
Фактически,фактически,ADV,633.0
такой,такой,DET,633.0
пролив,пролив,NOUN,633.0
и,и,PART,633.0
был,быть,AUX,633.0
тем,тот,DET,633.0
"""","""",PUNCT,633.0
внутренним,внутренний,ADJ,633.0
морем,море,NOUN,633.0
"""","""",PUNCT,633.0
",",",",PUNCT,633.0
о,о,ADP,633.0
котором,который,PRON,633.0
говорил,говорить,VERB,633.0
Платон,Платон,PROPN,633.0
.,.,PUNCT,633.0
В,в,ADP,634.0
западной,западный,ADJ,634.0
части,часть,NOUN,634.0
древнего,древний,ADJ,634.0
"""","""",PUNCT,634.0
пролива,пролив,NOUN,634.0
-,-,PUNCT,634.0
моря,море,NOUN,634.0
"""","""",PUNCT,634.0
мы,мы,PRON,634.0
нашли,найти,VERB,634.0
вытянутый,вытянутый,ADJ,634.0
с,с,ADP,634.0
запада,запад,NOUN,634.0
на,на,ADP,634.0
восток,восток,NOUN,634.0
остров,остров,NOUN,634.0
",",",",PUNCT,634.0
где,где,ADV,634.0
и,и,PART,634.0
могли,мочь,VERB,634.0
жить,жить,VERB,634.0
атланты,атлант,NOUN,634.0
.,.,PUNCT,634.0
Этот,этот,DET,635.0
остров,остров,NOUN,635.0
сейчас,сейчас,ADV,635.0
называют,называть,VERB,635.0
Спартел,Спартел,PROPN,635.0
-,-,PUNCT,635.0
по,по,ADP,635.0
названию,название,NOUN,635.0
океанской,океанский,ADJ,635.0
банки,банка,NOUN,635.0
",",",",PUNCT,635.0
находящейся,находиться,VERB,635.0
на,на,ADP,635.0
глубине,глубина,NOUN,635.0
56,56,NUM,635.0
метров,метр,NOUN,635.0
.,.,PUNCT,635.0
Длина,длина,NOUN,636.0
острова,остров,NOUN,636.0
составляла,составлять,VERB,636.0
14,14,NUM,636.0
",",",",PUNCT,636.0
а,а,CCONJ,636.0
ширина,ширина,NOUN,636.0
-,-,PUNCT,636.0
_,_,,636.0
5,5,NUM,636.0
километров,километр,NOUN,636.0
"""","""",PUNCT,636.0
.,.,PUNCT,636.0
Однако,однако,ADV,637.0
",",",",PUNCT,637.0
по,по,ADP,637.0
мнению,мнение,NOUN,637.0
российского,российский,ADJ,637.0
исследователя,исследователь,NOUN,637.0
